question_id,doc_id,conflict_type,question,supports_gold_a3,source_a3,label_current
dragged-0015,9,complementary,when did arabic overtake coptic as the language most used,,undetermined,
dragged-0017,0,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,1,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,2,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,3,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,4,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,5,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,6,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,7,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,8,complementary,what's the next solar eclipse,,undetermined,
dragged-0017,9,complementary,what's the next solar eclipse,,undetermined,
dragged-0019,0,complementary,when was the last person executed,,undetermined,
dragged-0019,1,complementary,when was the last person executed,,undetermined,
dragged-0019,2,complementary,when was the last person executed,,undetermined,
dragged-0019,3,complementary,when was the last person executed,,undetermined,
dragged-0019,4,complementary,when was the last person executed,,undetermined,
dragged-0019,5,complementary,when was the last person executed,,undetermined,
dragged-0019,6,complementary,when was the last person executed,,undetermined,
dragged-0019,7,complementary,when was the last person executed,,undetermined,
dragged-0019,8,complementary,when was the last person executed,,undetermined,
dragged-0023,0,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0023,1,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0023,2,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0023,3,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0023,4,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0023,5,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0023,6,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0023,7,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0023,8,complementary,Where do you go to get a mortgage loan?,,undetermined,
dragged-0026,0,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0026,1,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0026,2,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0026,3,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0026,4,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0026,5,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0026,6,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0026,7,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0026,8,complementary,Who owns the majority of papa john's?,,undetermined,
dragged-0032,0,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,1,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,2,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,3,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,4,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,5,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,6,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,7,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,8,complementary,When did cars become more common than horses?,,undetermined,
dragged-0032,9,complementary,When did cars become more common than horses?,,undetermined,
dragged-0033,0,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,1,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,2,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,3,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,4,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,5,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,6,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,7,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,8,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0033,9,complementary,when did the first immigrants come to hawaii?,,undetermined,
dragged-0035,0,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,1,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,2,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,3,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,4,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,5,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,6,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,7,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,8,complementary,who is the chief economic advisor,,undetermined,
dragged-0035,9,complementary,who is the chief economic advisor,,undetermined,
dragged-0036,0,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,1,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,2,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,3,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,4,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,5,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,6,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,7,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,8,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0036,9,complementary,In photosynthesis the carbon in co2 is initially fixed to what molecule?,,undetermined,
dragged-0043,0,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,1,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,2,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,3,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,4,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,5,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,6,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,7,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,8,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0043,9,complementary,who has been the longest serving chief minister,,undetermined,
dragged-0044,0,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,1,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,2,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,3,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,4,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,5,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,6,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,7,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,8,complementary,How many cities in india has metro train?,,undetermined,
dragged-0044,9,complementary,How many cities in india has metro train?,,undetermined,
dragged-0045,0,complementary,cost of plumber,,undetermined,
dragged-0045,1,complementary,cost of plumber,,undetermined,
dragged-0045,2,complementary,cost of plumber,,undetermined,
dragged-0045,3,complementary,cost of plumber,,undetermined,
dragged-0045,4,complementary,cost of plumber,,undetermined,
dragged-0045,5,complementary,cost of plumber,,undetermined,
dragged-0045,6,complementary,cost of plumber,,undetermined,
dragged-0045,7,complementary,cost of plumber,,undetermined,
dragged-0045,8,complementary,cost of plumber,,undetermined,
dragged-0049,0,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,1,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,2,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,3,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,4,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,5,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,6,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,7,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,8,complementary,When did the british come to new zealand?,,undetermined,
dragged-0049,9,complementary,When did the british come to new zealand?,,undetermined,
dragged-0053,0,complementary,when did daylight savings time begin,,undetermined,
dragged-0053,1,complementary,when did daylight savings time begin,,undetermined,
dragged-0053,2,complementary,when did daylight savings time begin,,undetermined,
dragged-0053,3,complementary,when did daylight savings time begin,,undetermined,
dragged-0053,4,complementary,when did daylight savings time begin,,undetermined,
dragged-0053,5,complementary,when did daylight savings time begin,,undetermined,
dragged-0053,6,complementary,when did daylight savings time begin,,undetermined,
dragged-0053,7,complementary,when did daylight savings time begin,,undetermined,
dragged-0053,8,complementary,when did daylight savings time begin,,undetermined,
dragged-0061,0,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,1,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,2,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,3,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,4,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,5,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,6,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,7,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,8,complementary,who is the largest supermarket chain,,undetermined,
dragged-0061,9,complementary,who is the largest supermarket chain,,undetermined,
dragged-0062,0,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,1,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,2,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,3,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,4,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,5,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,6,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,7,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,8,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,9,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,10,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,11,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,12,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,13,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0062,14,complementary,Does the Y chromosome determine only the male gender?,,undetermined,
dragged-0063,0,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,1,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,2,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,3,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,4,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,5,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,6,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,7,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,8,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0063,9,complementary,who has the power to approve or veto legislation constitution?,,undetermined,
dragged-0067,0,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0067,1,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0067,2,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0067,3,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0067,4,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0067,5,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0067,6,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0067,7,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0067,8,complementary,premier league players to score 5 goals in one game,,undetermined,
dragged-0075,0,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,1,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,2,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,3,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,4,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,5,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,6,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,7,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,8,complementary,who is the honduran ambassador,,undetermined,
dragged-0075,9,complementary,who is the honduran ambassador,,undetermined,
dragged-0076,0,complementary,which state is the richest state,,undetermined,
dragged-0076,1,complementary,which state is the richest state,,undetermined,
dragged-0076,2,complementary,which state is the richest state,,undetermined,
dragged-0076,3,complementary,which state is the richest state,,undetermined,
dragged-0076,4,complementary,which state is the richest state,,undetermined,
dragged-0076,5,complementary,which state is the richest state,,undetermined,
dragged-0076,6,complementary,which state is the richest state,,undetermined,
dragged-0076,7,complementary,which state is the richest state,,undetermined,
dragged-0081,0,complementary,who owns the waldorf astoria,,undetermined,
dragged-0081,1,complementary,who owns the waldorf astoria,,undetermined,
dragged-0081,2,complementary,who owns the waldorf astoria,,undetermined,
dragged-0081,3,complementary,who owns the waldorf astoria,,undetermined,
dragged-0081,4,complementary,who owns the waldorf astoria,,undetermined,
dragged-0081,5,complementary,who owns the waldorf astoria,,undetermined,
dragged-0081,6,complementary,who owns the waldorf astoria,,undetermined,
dragged-0081,7,complementary,who owns the waldorf astoria,,undetermined,
dragged-0081,8,complementary,who owns the waldorf astoria,,undetermined,
dragged-0082,0,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,1,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,2,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,3,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,4,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,5,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,6,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,7,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,8,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0082,9,complementary,visa requirements for kenyan citizens travelling,,undetermined,
dragged-0087,0,complementary,when did women get the vote,1,derived_stringmatch,
dragged-0087,1,complementary,when did women get the vote,0,derived_stringmatch,
dragged-0087,2,complementary,when did women get the vote,0,derived_stringmatch,
dragged-0087,3,complementary,when did women get the vote,0,derived_stringmatch,
dragged-0087,4,complementary,when did women get the vote,0,derived_stringmatch,
dragged-0087,5,complementary,when did women get the vote,0,derived_stringmatch,
dragged-0087,6,complementary,when did women get the vote,0,derived_stringmatch,
dragged-0087,7,complementary,when did women get the vote,1,derived_stringmatch,
dragged-0087,8,complementary,when did women get the vote,0,derived_stringmatch,
dragged-0087,9,complementary,when did women get the vote,0,derived_stringmatch,
dragged-0089,0,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,1,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,2,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,3,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,4,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,5,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,6,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,7,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,8,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,9,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,10,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,11,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0089,12,complementary,Are tax cuts beneficial for the economy?,,undetermined,
dragged-0091,0,complementary,what to see in chicago downtown?,,undetermined,
dragged-0091,1,complementary,what to see in chicago downtown?,,undetermined,
dragged-0091,2,complementary,what to see in chicago downtown?,,undetermined,
dragged-0091,3,complementary,what to see in chicago downtown?,,undetermined,
dragged-0091,4,complementary,what to see in chicago downtown?,,undetermined,
dragged-0091,5,complementary,what to see in chicago downtown?,,undetermined,
dragged-0091,6,complementary,what to see in chicago downtown?,,undetermined,
dragged-0091,7,complementary,what to see in chicago downtown?,,undetermined,
dragged-0091,8,complementary,what to see in chicago downtown?,,undetermined,
dragged-0106,0,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,1,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,2,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,3,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,4,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,5,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,6,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,7,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,8,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,9,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,10,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,11,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,12,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0106,13,complementary,Are vegan diets healthy for dogs?,,undetermined,
dragged-0111,0,complementary,who is the highest paid actor,,undetermined,
dragged-0111,1,complementary,who is the highest paid actor,,undetermined,
dragged-0111,2,complementary,who is the highest paid actor,,undetermined,
dragged-0111,3,complementary,who is the highest paid actor,,undetermined,
dragged-0111,4,complementary,who is the highest paid actor,,undetermined,
dragged-0111,5,complementary,who is the highest paid actor,,undetermined,
dragged-0111,6,complementary,who is the highest paid actor,,undetermined,
dragged-0111,7,complementary,who is the highest paid actor,,undetermined,
dragged-0111,8,complementary,who is the highest paid actor,,undetermined,
dragged-0114,0,complementary,Can routine blood tests detect cancer?,,undetermined,
dragged-0114,1,complementary,Can routine blood tests detect cancer?,,undetermined,
dragged-0114,2,complementary,Can routine blood tests detect cancer?,,undetermined,
dragged-0114,3,complementary,Can routine blood tests detect cancer?,,undetermined,
dragged-0114,4,complementary,Can routine blood tests detect cancer?,,undetermined,
dragged-0114,5,complementary,Can routine blood tests detect cancer?,,undetermined,
dragged-0114,6,complementary,Can routine blood tests detect cancer?,,undetermined,
dragged-0114,7,complementary,Can routine blood tests detect cancer?,,undetermined,
dragged-0121,0,complementary,what is the average height of a chinese man,,undetermined,
dragged-0121,1,complementary,what is the average height of a chinese man,,undetermined,
dragged-0121,2,complementary,what is the average height of a chinese man,,undetermined,
dragged-0121,3,complementary,what is the average height of a chinese man,,undetermined,
dragged-0121,4,complementary,what is the average height of a chinese man,,undetermined,
dragged-0121,5,complementary,what is the average height of a chinese man,,undetermined,
dragged-0121,6,complementary,what is the average height of a chinese man,,undetermined,
dragged-0121,7,complementary,what is the average height of a chinese man,,undetermined,
dragged-0121,8,complementary,what is the average height of a chinese man,,undetermined,
dragged-0126,0,complementary,when did the east india company came,,undetermined,
dragged-0126,1,complementary,when did the east india company came,,undetermined,
dragged-0126,2,complementary,when did the east india company came,,undetermined,
dragged-0126,3,complementary,when did the east india company came,,undetermined,
dragged-0126,4,complementary,when did the east india company came,,undetermined,
dragged-0126,5,complementary,when did the east india company came,,undetermined,
dragged-0126,6,complementary,when did the east india company came,,undetermined,
dragged-0126,7,complementary,when did the east india company came,,undetermined,
dragged-0126,8,complementary,when did the east india company came,,undetermined,
dragged-0127,0,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0127,1,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0127,2,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0127,3,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0127,4,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0127,5,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0127,6,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0127,7,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0127,8,complementary,who won the academy award for best original musical score,,undetermined,
dragged-0139,0,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0139,1,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0139,2,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0139,3,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0139,4,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0139,5,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0139,6,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0139,7,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0139,8,complementary,Is cow's milk bad for toddlers?,,undetermined,
dragged-0142,0,complementary,what is the average time in hospice care,,undetermined,
dragged-0142,1,complementary,what is the average time in hospice care,,undetermined,
dragged-0142,2,complementary,what is the average time in hospice care,,undetermined,
dragged-0142,3,complementary,what is the average time in hospice care,,undetermined,
dragged-0142,4,complementary,what is the average time in hospice care,,undetermined,
dragged-0142,5,complementary,what is the average time in hospice care,,undetermined,
dragged-0142,6,complementary,what is the average time in hospice care,,undetermined,
dragged-0142,7,complementary,what is the average time in hospice care,,undetermined,
dragged-0142,8,complementary,what is the average time in hospice care,,undetermined,
dragged-0145,0,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0145,1,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0145,2,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0145,3,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0145,4,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0145,5,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0145,6,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0145,7,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0145,8,complementary,Is infinite scrolling a good web design technique?,,undetermined,
dragged-0150,0,complementary,where are the nfl games played,,undetermined,
dragged-0150,1,complementary,where are the nfl games played,,undetermined,
dragged-0150,2,complementary,where are the nfl games played,,undetermined,
dragged-0150,3,complementary,where are the nfl games played,,undetermined,
dragged-0150,4,complementary,where are the nfl games played,,undetermined,
dragged-0150,5,complementary,where are the nfl games played,,undetermined,
dragged-0150,6,complementary,where are the nfl games played,,undetermined,
dragged-0150,7,complementary,where are the nfl games played,,undetermined,
dragged-0150,8,complementary,where are the nfl games played,,undetermined,
dragged-0154,0,complementary,how many people live in venice,,undetermined,
dragged-0154,1,complementary,how many people live in venice,,undetermined,
dragged-0154,2,complementary,how many people live in venice,,undetermined,
dragged-0154,3,complementary,how many people live in venice,,undetermined,
dragged-0154,4,complementary,how many people live in venice,,undetermined,
dragged-0154,5,complementary,how many people live in venice,,undetermined,
dragged-0154,6,complementary,how many people live in venice,,undetermined,
dragged-0154,7,complementary,how many people live in venice,,undetermined,
dragged-0154,8,complementary,how many people live in venice,,undetermined,
dragged-0156,0,complementary,what is the most obese province,,undetermined,
dragged-0156,1,complementary,what is the most obese province,,undetermined,
dragged-0156,2,complementary,what is the most obese province,,undetermined,
dragged-0156,3,complementary,what is the most obese province,,undetermined,
dragged-0156,4,complementary,what is the most obese province,,undetermined,
dragged-0156,5,complementary,what is the most obese province,,undetermined,
dragged-0156,6,complementary,what is the most obese province,,undetermined,
dragged-0158,0,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,1,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,2,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,3,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,4,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,5,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,6,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,7,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,8,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,9,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0158,10,complementary,Are heated gemstones less valuable?,,undetermined,
dragged-0159,0,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0159,1,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0159,2,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0159,3,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0159,4,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0159,5,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0159,6,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0159,7,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0159,8,complementary,Is video conferencing a secure form of communication?,,undetermined,
dragged-0162,0,complementary,where is the end of the great wall,,undetermined,
dragged-0162,1,complementary,where is the end of the great wall,,undetermined,
dragged-0162,2,complementary,where is the end of the great wall,,undetermined,
dragged-0162,3,complementary,where is the end of the great wall,,undetermined,
dragged-0162,4,complementary,where is the end of the great wall,,undetermined,
dragged-0162,5,complementary,where is the end of the great wall,,undetermined,
dragged-0162,6,complementary,where is the end of the great wall,,undetermined,
dragged-0162,7,complementary,where is the end of the great wall,,undetermined,
dragged-0163,0,complementary,when was the multiculturalism policy passed,0,derived_stringmatch,
