question_id,verdict,conflict_type,model
qacc-0473,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0476,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0477,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0485,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0491,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0492,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0495,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0504,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0505,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0508,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0511,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0517,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0521,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0532,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0535,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0538,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0539,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0540,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0550,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0551,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0553,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0561,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0562,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0573,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0574,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0582,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0584,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0585,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0589,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0598,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0601,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0606,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0612,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0615,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0619,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0627,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0640,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0647,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0649,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0652,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0657,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0658,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0659,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0663,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0668,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0676,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0677,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0679,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0683,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0684,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0691,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0695,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0699,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0700,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0706,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0711,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0713,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0714,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0729,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0733,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0738,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0739,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0741,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0742,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0745,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0746,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0751,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0754,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0761,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0763,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0764,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0777,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0778,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0780,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0781,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0782,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0791,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0793,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0796,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0807,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0808,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0810,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0833,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0836,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0837,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0843,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0847,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0848,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0849,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0850,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0853,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0855,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0856,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0870,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0874,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0875,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0877,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0878,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0880,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0885,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0887,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0890,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0894,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0895,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0897,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0898,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0901,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0908,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0913,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0931,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0933,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0936,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0937,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0939,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0941,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0943,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0945,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0946,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0951,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0958,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0962,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0965,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0968,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0970,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0973,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0974,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0979,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0981,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0982,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0985,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0988,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0989,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-0999,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1007,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1009,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1025,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1026,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1029,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1030,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1033,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1040,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1041,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1043,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1048,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1050,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1056,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1057,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1061,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1062,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1063,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1065,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1068,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1070,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1078,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1080,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1084,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1086,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1094,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1102,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1106,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1107,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1109,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1112,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1114,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1116,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1119,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1121,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1122,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1123,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1124,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1130,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1133,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1138,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1141,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1150,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1151,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1156,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1159,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1160,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1167,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1168,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1172,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1187,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1195,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1200,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1204,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1206,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1207,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1209,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1232,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1237,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1256,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1271,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1277,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1283,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1287,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1295,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1296,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1297,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1302,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1304,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1326,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1327,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1331,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1333,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1339,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1341,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1344,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1347,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1348,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1349,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1354,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1357,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1366,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1373,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1377,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1394,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1402,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1405,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1409,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1414,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1417,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1421,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1423,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1424,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1426,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1430,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1434,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1445,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1447,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1468,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1477,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1489,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1497,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1499,soft,,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1500,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1503,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1521,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1522,sharp,conflicting_opinions,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1527,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1531,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1552,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1554,sharp,outdated,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1557,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
qacc-1565,sharp,misinformation,mistralai/Mistral-Small-3.2-24B-Instruct-2506
